Name,Latitude,Longitude,Floors,Floors Source,Stores,Dynamic Stores,Store Names,Stores Source,Opening year,Area,Area Source,Owner,Shape,Wikipedia Link
Tiong Bahru Plaza,1.2865,103.8272,5,https://www.tiongbahruplaza.com.sg/store.php?CategoryID=594,152,141,"2ND BREAD セールス; Food & Restaurants; B1-112A; 328 Katong Laksa; Food & Restaurants; 02-111A; 4FINGERS Crispy Chicken; Food & Restaurants; 01-105; 7-Eleven; Services; 01-152; A-One Signature; Food & Restaurants; 02-134; Ajisen Ramen; Food & Restaurants; 02-133; Allure Beauty Saloon; Hair & Beauty; 03-108; Anytime Fitness; Sports & Leisure; 01-128; Apgujeong Hair Studio; Hair & Beauty; 03-106; Arcade 1998; Amusement / Entertainment; 04-101; Bank Of China; Bank & Money Changer; 01-127; Bata; Leather Goods, Bags & Shoes; 02-130; Beauty Language; Hair & Beauty; B1-115; Bee Cheng Hiang; Food & Restaurants; B1-120; Bengawan Solo; Food & Restaurants; B1-118; Blue Ribbon Florist; Furniture, Furnishings & Household,gifts; B1-106; Boost Juice Bars; Food & Restaurants; B1-121; BreadTalk; Food & Restaurants; 01-110; Brow Art Asia; Hair & Beauty; 03-113; Bun Times; Food & Restaurants; B1-123; Burger King; Food & Restaurants; 01-106; Challenger; Electrical, Electronic, Camera & Telecommunication; 03-114; Chateraise; Food & Restaurants; B1-127; Cheryl W; Hair & Beauty; 02-125; CUCKOO; Electrical, Electronic, Camera & Telecommunication; 03-K4; Daiso; Furniture, Furnishings & Household,gifts; 02-117; Decathlon; Sports & Leisure; 01-108; Dorra Slimming; Hair & Beauty; 03-111; Echo Of Nature; Fashion Wear & Accessories; 01-139; Eng’s Wantan Noodle; Food & Restaurants; B1-140; Eu Yan Sang; Pharmacy & Healthcare; B1-126; Eu Yan Sang TCM Clinic; Pharmacy & Healthcare; 02-142; FairPrice Finest; Supermarket; B1-122; Four Leaves; Food & Restaurants; B1-130; Frames & Lenses; Optical; 01-134; Fresver Beauty; Hair & Beauty; 01-162; Fruit Box; Food & Restaurants; B1-112; Fun Toast; Food & Restaurants; 01-161; Gadget Mix; Electrical, Electronic, Camera & Telecommunication; 02-114; GNC; Pharmacy & Healthcare; B1-116; Golden Village; Amusement / Entertainment; 04-105; Guardian; Pharmacy & Healthcare; B1-125; Heart Springs Spa; Hair & Beauty; 04-102; HiArt; Schools & Offices; 04-104; HockHua Tonic; Pharmacy & Healthcare; B1-129; I Can Read; Schools & Offices; 03-04; I Love Yoo; Food & Restaurants; B1-135; iORA; Fashion Wear & Accessories; 02-115; iStudio; Electrical, Electronic, Camera & Telecommunication; 01-109; Japan Home; Furniture, Furnishings & Household,gifts; B1-101; Jean Yip Salon; Hair & Beauty; 03-104; Joe & Dough; Food & Restaurants; Tiong Bahru Plaza, 01-107; JW Silver; Fashion Wear & Accessories; 01-150; K.C Shoe & Key Service Centre; Services; B1-105; Kent Ridge Education Hub; Schools & Offices; 02-145; KFC; Food & Restaurants; B1-133; Khai Yong Heng Goldsmith & Jewellers; Jewellery & Watches; 01-138; Kiddy Palace; Toys & Collectibles; Tiong Bahru Plaza, 02-116; Kimage; Hair & Beauty; 03-109; KOI Thé; Food & Restaurants; 01-155; Kopitiam; Food & Restaurants; 03-101; Kuriya Japanese Market; Food & Restaurants; B1-137; Lee Heng Jewellers; Jewellery & Watches; 01-137; LiHO TEA; Food & Restaurants; B1-K9; London Weight Management; Hair & Beauty; 02-141; Long John Silver's; Food & Restaurants; Tiong Bahru Plaza, 01-160; Lou Yau; Food & Restaurants; 02-137; Lovisa; Fashion Wear & Accessories; 01-140; Maki-San; Food & Restaurants; 01-159; Marutama; Food & Restaurants; 02-138; Maxi-Cash; Services; 01-151; McDonald’s; Food & Restaurants; 01-145; Mobilestop; Electrical, Electronic, Camera & Telecommunication; B1-114; Money Changer; Bank & Money Changer; 01-153; MOS Burger; Food & Restaurants; B1-139; Mr Bean; Food & Restaurants; B1-K4; Nail Palace; Hair & Beauty; 03-105; Nailz Gallery; Hair & Beauty; B1-108; Nam Kee Pau; Food & Restaurants; B1-K5; Natural Wild Honey; Pharmacy & Healthcare; 03-K1; New Balance; Sports & Leisure; 02-119A; New Nada; Hair & Beauty; B1-104; New York Skin Solutions; Hair & Beauty; 02-120A; Nine Fresh; Food & Restaurants; B1-K1; O Banh Mi; Food & Restaurants; 02-113; OCBC Bank; Bank & Money Changer; 01-125; Old Chang Kee; Food & Restaurants; B1-119; Old Street Bak Kut Teh; Food & Restaurants; 02-105; OWNDAYS; Optical; 01-117; Pezzo; Food & Restaurants; B1-K6; Pizza Hut; Food & Restaurants; 02-119; Play United; Amusement / Entertainment; 02-124; Playmade; Food & Restaurants; 01-154; Poh Kim; Music & Audio Visual; 03-102; Polar Puffs & Cakes; Food & Restaurants; B1-K10; POPULAR Bookstore; Books & Stationery; 03-115; POSB Bank; Bank & Money Changer; 01-123; QB House; Hair & Beauty; B1-107; Sakon Thai; Food & Restaurants; 02-135; SBCC Baby & Child Clinic; Pharmacy & Healthcare; 02-139; Sea Horse; Furniture, Furnishings & Household,gifts; 03-107; Sheng Kee Noodle House; Food & Restaurants; 02-137; Shi Li Fang Hot Pot; Food & Restaurants; 02-112; Shinlin Street Snacks; Food & Restaurants; B1-K2; Singtel Exclusive Retailer; Electrical, Electronic, Camera & Telecommunication; 01-157; Skechers; Leather Goods, Bags & Shoes; 01-142; SkinGO!; Hair & Beauty; B1-124; SKP; Furniture, Furnishings & Household,gifts; 03-103; SMA - Super Makan Asia; Food & Restaurants; B1-136; Spectacle Hut; Optical; 01-144; Stalford Learning Centre; Schools & Offices; 02-102; Standard Photo; Services; B1-110; Star River Language School; Schools & Offices; 02-144; Starbucks; Food & Restaurants; 01-111; Stuff’d; Food & Restaurants; B1-K8; Subway; Food & Restaurants; 01-103; Sushi Tei; Food & Restaurants; 03-110; Sushiro; Food & Restaurants; 02-118; TAKA Jewellery; Jewellery & Watches; 01-136; The Body Shop; Hair & Beauty; 01-115; The Coffee Bean & Tea Leaf; Food & Restaurants; 01-112; The Orange Academy; Schools & Offices; 03-01; The Soup Spoon; Food & Restaurants; 01-104; THEFACESHOP; Hair & Beauty; 01-116; Tiong Bahru Dental Surgery; Pharmacy & Healthcare; 02-143; Toast Box; Food & Restaurants; 01-110; Tongue Tip Beef Noodles; Food & Restaurants; 02-107; Uniqlo; Fashion Wear & Accessories; 01-113; United Overseas Bank; Bank & Money Changer; 01-101; Venus Beauty; Hair & Beauty; B1-128; Victoria Facelift; Hair & Beauty; 03-112; Wacoal; Fashion Wear & Accessories; 02-122; Watsons; Pharmacy & Healthcare; 01-131; Welcia-BHG; Pharmacy & Healthcare; 02-120; Wok Hey; Food & Restaurants; B1-113; Xiaomi Authorised Reseller; Electrical, Electronic, Camera & Telecommunication; 01-133; Xin Wang Hong Kong Café; Food & Restaurants; 02-109; Xing Hua; Food & Restaurants; Tiong Bahru Plaza, 02-110; Ya Kun Kaya Toast; Food & Restaurants; B1-138; Yun Nam Hair Care; Hair & Beauty; 03-111; ZTP GINSENG BIRDNEST; Pharmacy & Healthcare; B1-117",https://singmalls.app/en/malls/tiong-bahru-plaza/directory,1994,209000,https://propertyforesight.wordpress.com/2008/02/29/tiong-bahru-plaza-creates-19000-sq-ft-retail-space/,Frasers,,https://en.wikipedia.org//wiki/Tiong_Bahru_Plaza
United Square,1.3173,103.8437,5,https://www.unitedsquare.com.sg/stores,114,128,"1855 The Bottle Shop; Shopping; B1-56C; 328 Katong Laksa; Food & Beverages; 01-K1; 7-Eleven; Services; 01-01A; 85 Redhill; Food & Beverages; 01-79; A Little Something; Food & Beverages; 01-K16; Aglow Baby & Child Clinic; Services; 02-09; ASLOWE; Shopping; 01-K12; Aspire Hub Education; Enrichment Centre; 01-33; Aureus Academy; Enrichment Centre; 03-27; Bari-Uma Ramen; Food & Beverages; B1-08; Bata Shoe; Shopping; 01-66 to 01-71; Beauty Language; Beauty & Health And Wellness; B1-73; Bengawan Solo; Food & Beverages; 01-77 to 01-78; bloomB; Shopping; 01-65; Bossini; Shopping; 02-18 to 02-21; Brauhaus Restaurant & Pub; Food & Beverages; B1-13; BreadTalk Transit; Food & Beverages; 01-75A; CD Plus; Shopping; B1-22 to B1-23; Cedele Bakery Cafe; Food & Beverages; B1-35; Cha Nung; Food & Beverages; B1-60; Chateau De Sable; Shopping; 01-87; Chiropractic First; Services; B1-71; Chocolate Origins; Food & Beverages; 01-58; Cold Storage; Supermarket; B1-52; COLDWEAR; Shopping; 01-39B; Cotton On Kids; Shopping; B2-21 to B2-23; Craftsmen Authentic Optical; Services; 01-64; Crystal Jade GO; Food & Beverages; 01-02; Digital Xpress; Services; 01-K6; Dr. Bags; Services; B1-36A; DUCKLAND; Food & Beverages; B1-09 to B1-65; Duke Bakery; Food & Beverages; B1-61; E-H Hairdesign Studio; Beauty & Health And Wellness; 01-55; EC House; Beauty & Health And Wellness; B1-56B; Efflorescence Face.Eyebrow; Beauty & Health And Wellness; 01-28; Eng's Wantan Noodle; Food & Beverages; 01-K17; Equilibrium Wellness; Beauty & Health And Wellness; B1-56F; Face On Clinic by Doctors; Beauty & Health And Wellness; 01-45 to 01-46; Food Junction; Food & Beverages; B1-02; For The Love Of Laundry; Services; 01-18A; Gingersnaps; Shopping; 01-50; Global Art Singapore; Enrichment Centre; 03-28; GNC Live Well; Beauty & Health And Wellness; B1-K4; GPA Dentalcare @ Goldhill; Services; 01-96; Growing Fun; Shopping; 02-16; Guardian; Beauty & Health And Wellness; B1-28; Guess Kids; Shopping; 01-62; H&M Kids; Shopping; 01-04; HiArt; Enrichment Centre; 04-23; HockHua Tonic; Beauty & Health And Wellness; B1-26; Honeyworld®; Beauty & Health And Wellness; B1-K4; HOPLA! Kids Shoe Shop; Shopping; 01-57; Hoshino Coffee; Food & Beverages; 02-06 to 02-07; Hua Language Centre; Enrichment Centre; 03-25; I Can Read; Enrichment Centre; 01-41 to 01-42; Ichiban Boshi; Food & Beverages; 02-02 Thomson Rd United, Square; Jalan Kayu Prata Café; Food & Beverages; 01-12; K-Tigers; Enrichment Centre; 01-47; Kids ‘n’ Me; Beauty & Health And Wellness; 01-40; Kindermusik With Love Studios; Enrichment Centre; B1-31; Le Femme Collections; Shopping; 02-18 to 02-21; LiHo; Food & Beverages; B1-40; Linen Gallery; Shopping; 02-17; Little Farms; Supermarket; B1-56J; Little Lamb Hotpot & BBQ; Food & Beverages; 01-18; Lorna Whiston Schools; Enrichment Centre; 03-18 to 04-22; Mandeville Conservatory of Music; Enrichment Centre; 03-20 to 03-21; Maru Ten Udon; Food & Beverages; B1-07; McDonald’s; Food & Beverages; B1-11 to B1-12; Mega Discount Store; Shopping; B1-56D; Melvados; Food & Beverages; B1-61A; My Greatest Child; Shopping; B1-62; Nail Addiction; Beauty & Health And Wellness; 02-01; Nature’s Farm®; Beauty & Health And Wellness; B1-24; OCBC Bank; Services; 02-26; Old Chang Kee; Food & Beverages; 01-K2; Peperoni Pizzeria; Food & Beverages; 01-07; Perth's Key; Beauty & Health And Wellness; B1-K5; Physicians Practice Family Medical Center; Services; 01-17; POKÉ LULU; Food & Beverages; 01-K13; Pontian Wanton Noodles; Food & Beverages; B1-20; Popular Bookstore; Shopping; B1-56 to B1-56A; Pot Addiction; Food & Beverages; B1-15 to B1-34; Precision Optics; Services; 01-44; Proofer Bakery & Pizzeria; Food & Beverages; 01-K8; PUMA KIDS; Shopping; 01-56; R&B Tea; Food & Beverages; 02-K1; Saizeriya; Food & Beverages; B1-32 to B1-33; Samurice; Food & Beverages; B1-18; Sea Apple; Shopping; 01-68; Sedap! Nasi Lemak; Food & Beverages; B1-03; SF Fruits; Food & Beverages; 01-01A; Shoppes by Meir & Co.; Shopping; B1-68; SingTel Exclusive Retailer; Services; B1-74; SkinGo!; Beauty & Health And Wellness; 01-36; SMART SCIENCE LAB; Enrichment Centre; 01-29 to 01-32; Smiggle; Shopping; 01-85 to 01-86; Soup Restaurant; Food & Beverages; B1-10; Spanish Academy; Enrichment Centre; 01-73 to 01-76; Spring Rolls; Leisure & Entertainment; 01-43; Starbucks Coffee; Food & Beverages; 01-01; SUBWAY; Food & Beverages; B1-04 to B1-05; Sunrider; Beauty & Health And Wellness; B1-72; The Ballet & Music Company; Enrichment Centre; 04-26; The Laundry Corner; Services; B1-56G; The Learning Lab; Enrichment Centre; 03-03; The Smell Lab; Beauty & Health And Wellness; 01-K7; TheJellyHearts; Food & Beverages; B1-60A; Three Squirrels; Food & Beverages; 01-89; Tian Yuan Xiang Chicken Essence; Beauty & Health And Wellness; B1-24A; Toast Box; Food & Beverages; 01-81; Toast Junction; Food & Beverages; B1-56Q; Toys“R”Us; Shopping; 02-10 to 02-15; Twelve Cupcakes; Food & Beverages; 01-59; Urban Cuts; Beauty & Health And Wellness; B1-56H; UrbanWrite; Shopping; B1-56 to B1-56A; Vanity Room; Beauty & Health And Wellness; 01-54; Vienna International Buffet; Food & Beverages; B1-01; Viet Lap; Food & Beverages; B1-06; Vitakids; Beauty & Health And Wellness; B1-21; Wan Yang Foot Reflexology Centre; Beauty & Health And Wellness; B1-39; Watson’s Personal Care Stores; Beauty & Health And Wellness; B1-53; Wee Nam Kee Chicken Rice; Food & Beverages; 01-08; Wine Connection; Food & Beverages; 01-14 to 01-16; Wrightime; Shopping; 01-K5; Ya Kun Kaya Toast; Food & Beverages; B1-38; YAYOI; Food & Beverages; B1-54 to B1-55; Yole; Food & Beverages; 01-K14",https://singmalls.app/en/malls/united-square/directory,2000,210111,https://links.sgx.com/FileOpen/FY2019Presentationslides.ashx?App=Announcement&FileID=598414,,,
Upper Serangoon Shopping Centre,1.3540,103.8786,,,,,,,,,,,,
Vista Point,1.4308,103.7939,,,,,,,,,,HDB,,
Viva Vista,1.2797,103.7861,2,http://www.viva-vista.sg/mini-mart/,43,,,http://www.viva-vista.sg/mini-mart/,2018,21054,http://www.viva-vista.sg/project-specifications/,,,
VivoCity,1.2644,103.8222,5,https://www.vivocity.com.sg/find-a-store/,364,0.3333333333,,https://singmalls.app/en/malls/vivo-city/directory,2006,1076251,https://www.mapletree.com.sg/Our-Portfolio/Retail.aspx,,,https://en.wikipedia.org//wiki/VivoCity
Waterway Point,1.4067,103.9020,4,https://www.waterwaypoint.com.sg/store.php?CategoryID=594,216,211,"A Tilly A Day; Gifts; 02-03; A-One Signature; Food & Restaurants; 01-29; Ace Wood; Furniture, Furnishings & Household; 01-K12; Advanced Dental; Pharmacy & Healthcare; 02-10; ALDO; Leather Goods, Bags & Shoes; 01-08; Apgujeong Hair Studio; Hair & Beauty; 01-40; Aqua Mineral; Hair & Beauty; 01-K17; Au Croissant; Food & Restaurants; 01-K16; Avone Beauty Secrets - Beauty Brows Hair Nails Spa; Hair & Beauty; 01-39; Bali Thai; Food & Restaurants; B1-13; Bank Of China; Bank & Money Changer; 01-16; Bata; Leather Goods, Bags & Shoes; 01-46 to 01-47; Bed Bath N' Table; Furniture, Furnishings & Household; 01-50; Bedroom Affairs; Furniture, Furnishings & Household; B1-09A; Bee Cheng Hiang; Food & Restaurants; B2-K5 to B2-K6; Beijing Language School; Schools & Offices; 02-01; Best Denki; Electrical, Electronic, Camera & Telecommunication; B1-24; Better Vision; Optical; B1-02; BolotreeSG; Children's Wear, Toys & Maternity; 02-K2; Boost Juice Bars; Food & Restaurants; B1-K1; BreadTalk; Food & Restaurants; B1-15; Buddy Hoagies Café & Grill; Food & Restaurants; 02-22; Burger King; Food & Restaurants; 01-26; Cedele Bakery Kitchen; Food & Restaurants; 01-66; Challenger Mini; Electrical, Electronic, Camera & Telecommunication; B1-26; CHARLES & KEITH; Leather Goods, Bags & Shoes; 01-51; Chateraise; Food & Restaurants; B1-01; CHICHA San Chen; Food & Restaurants; 01-42; Citibank; Bank & Money Changer; 01-17; City Chain; Jewellery & Watches; 01-18; CocoCane; Food & Restaurants; B2-K7; Cookhouse by Koufu; Food & Restaurants; 02-20; Coslab; Hair & Beauty; 01-43; Cotton On; Fashion Wear & Accessories; 01-61; Cotton On Kids; Children's Wear, Toys & Maternity; 02-09; Country Brot by Four Leaves; Food & Restaurants; B2-31; Crave; Food & Restaurants; B1-K7; Daiso; Furniture, Furnishings & Household; B1-09; Decathlon; Sports & Leisure; 01-11; Dian Xiao Er; Food & Restaurants; 01-30; Din Tai Fung; Food & Restaurants; 01-22; Dough Culture; Food & Restaurants; 01-K5; Dunkin' Donuts; Food & Restaurants; B1-K3; Edvox Music School; Schools & Offices; 02-08; Eluxgo; Furniture, Furnishings & Household; 01-K14; Encik Tan; Food & Restaurants; B2-03; Eu Yan Sang; Pharmacy & Healthcare; B2-28; Eu Yan Sang TCM Clinic; Pharmacy & Healthcare; 02-13; Eyechamp Young; Optical; 02-31; FairPrice Finest; Supermarket; B2-32; Fengshui World; Services; B2-18; Fish & Co.; Food & Restaurants; B1-18; FitFlop; Leather Goods, Bags & Shoes; 01-56; Freeman Florist; Gifts; B2-33; G-SHOCK Casio; Jewellery & Watches; 01-19; G2000; Fashion Wear & Accessories; 01-09; Gadget Mix; Electrical, Electronic, Camera & Telecommunication; B1-K21B to B1-NaNC; Gain City; Electrical, Electronic, Camera & Telecommunication; B1-35; Genki Sushi; Food & Restaurants; 02-23; Gintell; Pharmacy & Healthcare; 01-K13; Giordano; Fashion Wear & Accessories; B1-41 to B1-42; GK Global; Electrical, Electronic, Camera & Telecommunication; B1-K14; GNC; Pharmacy & Healthcare; B2-29; Goldheart Gold; Jewellery & Watches; 01-57; Guardian; Pharmacy & Healthcare; B1-04; Gyu-Kaku Japanese BBQ; Food & Restaurants; 01-33; H&M; Fashion Wear & Accessories; 01-64 and, #02; Hair Club; Hair & Beauty; B2-25; Han's; Food & Restaurants; B2-01; Heavenly Wang; Food & Restaurants; B1-44; Heguru Education Centre; Schools & Offices; 02-07; HockHua Tonic; Pharmacy & Healthcare; B2-30; Home Edition Store; Furniture, Furnishings & Household; 01-K15; Home’s Harmony; Furniture, Furnishings & Household; B2-22; Hototogisu Ramen; Food & Restaurants; 01-65; I Can Read; Schools & Offices; 02-06; I Love Taimei; Food & Restaurants; B1-K5; iBeryl; Leather Goods, Bags & Shoes; 01-K10; Ichiban Boshi; Food & Restaurants; B1-19; Industrial and Commercial Bank of China Ltd; Bank & Money Changer; 01-14; Innisfree; Hair & Beauty; 01-53; Japan Home; Furniture, Furnishings & Household; B2-19 to B2-20; Japan IPL Express; Hair & Beauty; B1-05; JC Global; Services; B2-K11; Jean Yip Hairdressing Hair Spa & Beauty; Hair & Beauty; B1-06 to B1-07; Jeju Kitchen; Food & Restaurants; B2-05; JLD Dragon; Food & Restaurants; B1-43; Jollibee; Food & Restaurants; B2-06; K.Lab; Electrical, Electronic, Camera & Telecommunication; 01-K8; KFC; Food & Restaurants; B2-08; Kiddy Palace; Children's Wear, Toys & Maternity; 02-11; Kidzparel; Children's Wear, Toys & Maternity; 02-K1; Kinohimitsu; Hair & Beauty; 01-K20; Kitchen+Ware; Furniture, Furnishings & Household; B1-03; KOI Thé Express; Food & Restaurants; B1-K2; Kuriya Japanese Market; Food & Restaurants; B1-20; Lampe Berger Paris; Furniture, Furnishings & Household; 01-K18; Laneige; Hair & Beauty; 01-54; Lao Huo Tang; Food & Restaurants; B1-22; Lenskart; Optical; 01-06; LiHO TEA; Food & Restaurants; B2-K10; Lovisa; Fashion Wear & Accessories; 01-49; M&S Food; Food & Restaurants; 01-05; Maxi-Cash; Services; B1-08; Maybank; Bank & Money Changer; 01-12; McDonald's; Food & Restaurants; B2-07 and, #B2; Mind Stretcher; Schools & Offices; 02-02; Miniso; Furniture, Furnishings & Household; B2-13; Minmed Clinic; Pharmacy & Healthcare; 02-15; Mister Minit; Services; B2-16B; Monster Curry; Food & Restaurants; 02-25; MOS Burger; Food & Restaurants; B1-K9; Mr Bean; Food & Restaurants; 01-K1; Mr. Coconut; Food & Restaurants; 01-K7; My First Skool; Schools & Offices; 02-12; Nam Kee Pau; Food & Restaurants; 01-K3; Nespresso; Food & Restaurants; 01-K11; Nippon Home; Furniture, Furnishings & Household; B2-12; NK Hairworks; Hair & Beauty; 01-45; OCBC Bank; Bank & Money Changer; 01-13; Ogawa; Furniture, Furnishings & Household; B2-15; Old Chang Kee; Food & Restaurants; 01-K2; OneDoctors Family Clinic; Pharmacy & Healthcare; 02-17; Osaka Ohsho x Ajisen Ramen; Food & Restaurants; B1-14; OSIM; Pharmacy & Healthcare; B2-23; OWNDAYS; Optical; 01-58 to 01-60; PappaRich; Food & Restaurants; B1-17; PARTEA; Food & Restaurants; B1-K4; Pezzo; Food & Restaurants; B2-K8; Pictureland; Services; B1-K21A; Pixie Nail Spa; Hair & Beauty; 01-44; Pizza Hut; Food & Restaurants; B1-11; Playmade; Food & Restaurants; B1-K6; Polar Puffs & Cakes; Food & Restaurants; 01-K4; Polish The Nails Room; Hair & Beauty; 01-41; Popeyes; Food & Restaurants; 02-21; POSB Bank; Bank & Money Changer; B2-09; PrimaDéli; Food & Restaurants; B1-K11; Proofer Boulangerie; Food & Restaurants; B1-K13; Punggol Exchange; Bank & Money Changer; B2-16A; QB House Kids; Hair & Beauty; 02-16; Raffles Medical; Pharmacy & Healthcare; 02-29; Rong Hua Bak Kut Teh; Food & Restaurants; B1-23; Scanteak; Furniture, Furnishings & Household; 01-52; Sciencewerks by Stalford; Schools & Offices; 02-04 to 02-05; SF Fruits & Juices; Food & Restaurants; B2-K9; Shaw Theatres; Amusement / Entertainment; B2-11; Shihlin Taiwan Street Snacks; Food & Restaurants; B2-K3; Shugar Spa; Hair & Beauty; 01-36; Singtel Shop; Electrical, Electronic, Camera & Telecommunication; B1-30; SK Jewellery; Jewellery & Watches; 01-48; Skechers; Sports & Leisure; 01-10; SKP; Furniture, Furnishings & Household; B2-21; Smile Doctor Dentalcare @ Punggol Waterway; Pharmacy & Healthcare; 02-14; So Phô; Food & Restaurants; 01-28; Song Fa Bak Kut Teh; Food & Restaurants; 01-24; Sorella; Fashion Wear & Accessories; B1-36; Spectacle Hut; Optical; B1-34; Starbucks; Food & Restaurants; 01-67; StarHub Shop; Electrical, Electronic, Camera & Telecommunication; B1-27; Stuff'd; Food & Restaurants; B2-K1; Subway; Food & Restaurants; B1-16; Sushi Express; Food & Restaurants; 01-25; Sushiro; Food & Restaurants; 01-31 to 01-32; Swensen's; Food & Restaurants; 02-35; Switch by Justco; Services; ; Tenderfresh Classic; Food & Restaurants; B2-04; The Body Shop; Hair & Beauty; 01-55; The Coffee Bean & Tea Leaf; Food & Restaurants; 01-27; The Digital Gadgets; Electrical, Electronic, Camera & Telecommunication; B1-28; The Laundry Club; Services; B2-16C; The Pet Safari; Services; B2-10; The Playground; Amusement / Entertainment; 02-K3; THEGREYSPACE.CO; Fashion Wear & Accessories; 01-K9; Thomson Chinese Medicine; Pharmacy & Healthcare; 02-27; Thomson Paediatric Centre; Pharmacy & Healthcare; 02-28; Thomson Women’s Clinic; Pharmacy & Healthcare; 02-30; Tim Ho Wan; Food & Restaurants; 01-62; Times Bookstores; Books & Stationery; 02-19; Timezone; Amusement / Entertainment; B2-14; Toast Box; Food & Restaurants; B1-15; TOG - Toy or Game; Amusement / Entertainment; 02-18; Tori-Q; Food & Restaurants; B1-K12; Toys; Toys & Collectibles; B1-10B; Tuk Tuk Cha; Food & Restaurants; B1-K8; Turtle; Fashion Wear & Accessories; B1-39 to B1-40; Twelve Cupcakes; Food & Restaurants; B2-K2; Typo; Gifts; 01-07; umisushi; Food & Restaurants; B2-02; Uncle Leong Signatures; Food & Restaurants; B1-21; Uniqlo; Fashion Wear & Accessories; 01-21; United Overseas Bank; Bank & Money Changer; 01-01; Unity Pharmacy; Pharmacy & Healthcare; B2-26; Valu$; Furniture, Furnishings & Household; B1-10A; Venus Beauty; Hair & Beauty; B2-17; Victoria Facelift; Hair & Beauty; 01-34; Vintage Studio Hairdressing Spa; Hair & Beauty; 01-37; Vision Lab; Optical; 01-20; Wacoal; Fashion Wear & Accessories; B1-37; Watsons; Pharmacy & Healthcare; B1-31 to B1-32; White Restaurant; Food & Restaurants; B1-12; Wok Hey; Food & Restaurants; 01-K6; WTS Travel; Services; B2-15; XGEAR; Music & Audio Visual; B1-29; Xndo; Pharmacy & Healthcare; B2-24; Ya Kun Kaya Toast; Food & Restaurants; B2-K12; YAYOI; Food & Restaurants; 01-23; Yishion; Fashion Wear & Accessories; 01-02 to 01-03; Yolé; Food & Restaurants; 01-63; Young Hearts; Fashion Wear & Accessories; B1-38; ZTP GINSENG BIRDNEST; Pharmacy & Healthcare; B2-27",https://singmalls.app/en/malls/waterway-point/directory,2016,371200,https://www.reitas.sg/wp-content/uploads/2020/01/fct_factsheet_27_aug_2019.pdf,Frasers,,https://en.wikipedia.org//wiki/Waterway_Point
West Coast Plaza,1.3037,103.7659,3,https://www.fareastmalls.com.sg/en/west-coast-plaza/shops,82,0.3333333333,,https://singmalls.app/en/malls/west-coast-plaza/directory,1992,151137,https://www.fareastmalls.com.sg/en/west-coast-plaza/lease-with-us,Far East Malls,,https://en.wikipedia.org//wiki/West_Coast_Plaza
West Mall,1.3500,103.7491,6,https://www.westmall.com.sg/store/,112,0.3333333333,,https://singmalls.app/en/malls/west-mall/directory,1998,183000,http://www.uic.com.sg/commercial-retail/west-mall/,,,https://en.wikipedia.org//wiki/West_Mall
Westgate,1.3341,103.7430,7,https://map.capitaland.com/wayfind.jsp?mall=westgate&id=t-zoomoov-westgate,238,0.3333333333,,https://singmalls.app/en/malls/west-gate/directory,2013,411272,https://www.capitaland.com/international/en/find-a-property/global-property-listing/retail/westgate.html,CapitaLand,,https://en.wikipedia.org//wiki/Westgate_(Singapore)
Wheelock Place,1.3045,103.8306,7,https://wheelockplace.com/store-category/specialty/,107,0.3333333333,,https://singmalls.app/en/malls/wheelock-place/directory,1993,153258,https://property.jll.com.sg/office-lease/singapore/orchard-rd-scotts-rd-dhoby-ghaut/wheelock-place-sgp-p-000kjj,,,https://en.wikipedia.org//wiki/Wheelock_Place
